Food Name,Food Group_Beverage,Food Group_Cereals,Food Group_Dairy,Food Group_Dry Fruits,Food Group_Fats & Oils,Food Group_Fruits,Food Group_Leafy Greens,Food Group_Nuts,Food Group_Pulses,Food Group_Seeds,Food Group_Soy Products,Food Group_Spices,Food Group_Vegetables,Cultural Suitability_Indian,Cultural Suitability_Middle Eastern,Cultural Suitability_North Indian,Cultural Suitability_South Indian,"Dietary Tags_Vegan, Gluten-Free","Dietary Tags_Vegetarian, Gluten-Free","Dietary Tags_Vegetarian, Vegan, Gluten-Free",Energy (kcal per 100g),Protein (g per 100g),Iron (mg per 100g),Calcium (mg per 100g),Folate (µg per 100g),Vitamin C (mg per 100g),Vitamin A (IU per 100g),Magnesium (mg per 100g),Fiber (g per 100g),Omega-3 (g per 100g),DHA (g per 100g),Sodium (mg per 100g)
Indian Fruits 188,6.5724416e-05,0.0002280194,0.9998627,0.0010767038,0.9999325,0.9983365,0.99996376,6.688482e-05,0.00013325218,0.0011317127,0.019245178,0.14201978,0.99981636,3.924422e-05,0.99997604,0.99996126,0.99994767,8.873197e-05,0.0002803959,0.99986625,0.9999826,0.99978155,0.5214089,0.99965596,0.99998116,0.00024335555,0.9383626,6.717349e-05,0.9999864,0.015642159,0.9996171,0.99991333
South Indian Vegetables 189,6.7556866e-05,0.00041082187,0.999966,0.00064758497,0.9999882,8.8456974e-05,0.99992573,0.00011872275,5.958345e-05,0.9978689,0.002676938,0.09381499,0.99993837,9.803918e-06,0.99999,0.99998295,0.9995345,1.40137045e-05,0.0009205337,0.9999356,0.9998354,0.9999722,0.9989568,0.9996111,0.99999213,0.0008729146,0.022890646,6.1711304e-05,0.99999547,0.004811412,0.9999502,0.99996066
South Indian Dairy 190,0.00044854943,0.00025378686,0.999897,0.002538294,0.9993338,0.9779106,0.99979156,0.000109864515,0.00036596312,0.015213341,0.013996885,0.060964826,0.9994941,0.00020908774,0.99992156,0.9998184,0.9999207,0.00025316386,0.00024260428,0.99958414,0.9999294,0.9936453,0.7494911,0.9994937,0.99994636,6.2291794e-05,0.9055089,0.00020396186,0.9999057,0.046160102,0.999767,0.9987779
Bengali Nuts 191,7.777759e-05,0.00028775746,0.99945444,0.0016537855,0.9997534,0.99952114,0.9995192,0.0003463873,0.00063931756,0.0008808609,0.0718523,0.14847364,0.9988728,8.361676e-05,0.999819,0.99965,0.99914277,0.00016114517,0.002873651,0.99991786,0.9999553,0.99592423,0.53450686,0.99943095,0.99977523,0.00085430447,0.94246876,0.00047473842,0.9999379,0.023314008,0.9997787,0.9998642
South Indian Vegetables 192,9.7063836e-05,0.00064245035,0.9999267,0.0039591794,0.99992204,0.9995421,0.99921167,0.00034906802,0.00040622713,0.0006435473,0.04486479,0.11503447,0.9995652,5.2582778e-05,0.9999416,0.9999752,0.9996879,4.0998057e-05,0.002557863,0.9999107,0.99996185,0.9994567,0.657987,0.99985886,0.99993885,0.0002441532,0.9585976,0.00057457364,0.9999635,0.05253824,0.99943596,0.9995214
Bengali Cereals 193,7.9084406e-05,0.0026761566,0.99994385,0.0040491545,0.9996878,0.99963295,0.99870396,0.00019614094,0.0017045487,0.00028990395,0.031096147,0.08656306,0.9996321,0.0001291792,0.99989414,0.9999106,0.99893516,0.000112698144,0.006949229,0.99951696,0.9999231,0.9976661,0.3589998,0.99940634,0.9998431,0.00040425174,0.915344,0.0005882944,0.9998952,0.03135414,0.9994041,0.99816436
North Indian Cereals 194,0.0012008408,0.0034432737,0.9985851,0.010736215,0.9989717,0.9995128,0.9990182,0.0014341761,0.0019116502,0.0006208491,0.06526701,0.04902629,0.9988148,0.00046010013,0.9997335,0.99884784,0.9994344,0.00058066647,0.012713961,0.99935263,0.9996822,0.9927004,0.49329153,0.98604774,0.99841845,0.0009066089,0.9877412,0.002079754,0.99973756,0.03440398,0.9986953,0.99936336
Gujarati Cereals 195,0.00044324758,0.0025517351,0.9987569,0.005966151,0.9991818,0.99880147,0.9985967,0.00044367774,0.0021061823,0.0022406708,0.07141915,0.24272725,0.99919134,0.0008510318,0.9997538,0.999713,0.9996138,0.00053019536,0.013202878,0.998887,0.9998741,0.9924746,0.22373903,0.994111,0.9993711,0.0020062583,0.9361005,0.00083237846,0.9996805,0.021886997,0.99920195,0.99884486
South Indian Vegetables 196,0.0001133343,0.00036476113,0.99973303,0.0012952893,0.99989605,0.99832255,0.99981743,0.0001041568,0.00048624678,0.0027637004,0.026330274,0.095300995,0.9994879,4.0440133e-05,0.99994993,0.9999223,0.99978894,0.00026278794,0.0034996732,0.9998229,0.999979,0.9984125,0.5712909,0.99961096,0.99990547,0.00046544307,0.92660123,0.000113084716,0.99991393,0.016280537,0.99936444,0.99968886
South Indian Pulses 197,0.00045026254,0.00021455075,0.9999176,0.010614911,0.99978226,0.7405608,0.99842465,0.00034675407,0.0007675524,0.28696012,0.010547494,0.052954506,0.9968753,0.00012937027,0.99989307,0.99988127,0.99931204,8.242788e-05,0.0010471492,0.9994254,0.99995124,0.9996815,0.9409576,0.9990138,0.9998425,9.087845e-05,0.49993354,0.00013184368,0.99989533,0.08606647,0.9997261,0.99881506
South Indian Nuts 198,0.0002903659,0.0016029137,0.99980515,0.0041870684,0.999711,0.9989911,0.9987544,0.0006101985,0.0009321825,0.0004917985,0.02882435,0.13919665,0.99877197,8.61401e-05,0.9996444,0.9997552,0.99948406,0.00010761738,0.0019173066,0.9994979,0.9996816,0.9969361,0.6365214,0.998464,0.9998884,0.00017779243,0.90830094,0.00063287053,0.9997938,0.038213387,0.9994281,0.99982697
North Indian Leafy Greens 199,0.0016680411,0.0024637873,0.9999502,0.0023901025,0.99994683,3.1337506e-06,0.9997402,4.764869e-05,0.000745355,0.9998789,0.01984298,0.15669788,0.9985185,0.00023289924,0.9997179,0.9997867,0.9952271,0.00015651618,0.0024110717,0.99976057,0.9998603,0.9999666,0.9992797,0.9984571,0.9999602,0.0077179526,0.023977825,0.00022561912,0.99963677,0.016728334,0.99928397,0.9996043
Gujarati Leafy Greens 200,5.2591247e-05,0.00033231775,0.9998745,0.0014973283,0.999553,0.99630356,0.9998909,0.0002567412,0.0008558676,0.0023783895,0.015449091,0.12776555,0.9991027,5.072887e-05,0.99997115,0.9999064,0.9998659,0.00054920325,0.00082701974,0.9998789,0.99988425,0.9974744,0.49110225,0.99973017,0.99968386,0.00012479,0.8379492,0.00035817124,0.99994063,0.008513508,0.9989786,0.9997762
